manufacturer;name;category;product_url;price;image_url;description;sku;currency;stock;ProductWeight;identifier;net_price
"Poliext ";"TEFLON SZALAG           OLCSÓ DB";"Barkács eszközök > Egyéb barkács eszközök";https://www.online-gazda.hu/teflon-szalag-olcso-db_p60;90;https://www.online-gazda.hu/img/products//medium/TEFLON_SZALAG_OLCSO_DB.JPG;"Teflonszalag vízhez, -Gázhoz - Tekercs hossza: 12 m - Teflonszalag szélessége: 12 mm - Tömítőanyag vastagsága: 0,1 mm - Jó minőségű, nem szakad - Fagy- és hőálló szigetelőanyag: -190 C Fok - +320 C Fok - Használata: enyhén húzva,menetemelkedéssel megegyező irányba feltekerve";3318;HUF;0.00;"20 g";60;71
"SWISSINNO SOLUTIONS AG.";"PATKÁNYFOGÓ SUPER CAT DB";"Rágcsáló és élősködőirtók > Rágcsáló irtó";https://www.online-gazda.hu/patkanyfogo-super-cat-db_p61;1950;https://www.online-gazda.hu/img/products//medium/PATKANYFOGO_SUPER_CAT_DB.jpg;"Rendkívül hatékony patkányfogó Könnyen pár másodperc alatt üzembehelyezhető Higiénikus eltávolítás: nem kell megfognia az elpusztult kártevőt Korlátlanul újrafelhasználható Természetes csalétek. További csalianyag vásárolható hozzá. Ha a csalianyag elpárolgott nem kell kidobni a készüléket, vegyen hozzá csalianyagot, mellyel korlátlan ideig használhatja.&nbsp;";3321;HUF;0.00;"300 g";61;1535
"Boomex GmbH";"BEGYÚJTÓ 32DB-OS CSOMAG";"Egyéb > Háztartási vegyiáru";https://www.online-gazda.hu/begyujto-32db-os-csomag_p62;260;https://www.online-gazda.hu/img/products//medium/BEGYUJTO_32DB_OS_CSOMAG.JPG;"Petróleumos alapanyagú tűzgyújtó kocka, biztonságos tűzbegyújtáshoz. Grillezéshez, tűzhelyhez és kandallókhoz ajánljuk. A csomag 32 db-t tartalmaz.&nbsp;";3329;HUF;0.00;"200 g";62;205
Demar;"GUMICSIZMA BÉLELT KÉK PÁR";"Munkavédelmi felszerelés > Védő lábbeli";https://www.online-gazda.hu/gumicsizma-belelt-kek-par_p63;4490;https://www.online-gazda.hu/img/products//medium/GUMICSIZMA_BELELT_KEK_PAR.JPG;"Demar bélelt gumicsizma,gyapjú béléssel. Bélelt gyerek csizma Méretek: 24-25, 28-29, 30-31, 32-33";3338;HUF;0.00;"400 g";63;3535
Bros;"BROS EGÉRFOGÓ FA DB";"Rágcsáló és élősködőirtók > Rágcsáló irtó";https://www.online-gazda.hu/bros-egerfogo-fa-db_p64;160;https://www.online-gazda.hu/img/products//medium/BROS_EGERFOGO_FA_DB.jpg;"Fémszerkezetű fatalpas egérfogó és egyéb rágcsáló fogó csapda. Nagyon hatékony és diszkrét. Helyezzen csalétket a csapda szerkezetére és aktiválja a fém csapózárat. Nem élve fogó, a csapózár a rágcsálót azonnal elpusztítja.";3357;HUF;0.00;"20 g";64;126
"MADAL BAL";"KREPPSZALAG 50*36MM DB";"Csomagolóanyagok > Csomagolóanyag";https://www.online-gazda.hu/kreppszalag-50-36mm-db_p65;335;https://www.online-gazda.hu/img/products//medium/KREPPSZALAG_50_36MM_DB.JPG;;3362;HUF;0.00;"200 g";65;264
"MADAL BAL";"KREPPSZALAG 50*29MM DB";"Csomagolóanyagok > Csomagolóanyag";https://www.online-gazda.hu/kreppszalag-50-29mm-db_p66;290;https://www.online-gazda.hu/img/products//medium/KREPPSZALAG_50_29MM_DB.JPG;;3366;HUF;0.00;"200 g";66;228
"Extol Premium";"VIRÁGPERMETEZŐ 1.8L EXTOL";"Kerti permetezők, szivattyúk, fűnyírók.. > Permetező";https://www.online-gazda.hu/viragpermetezo-1-8l-extol_p67;1450;https://www.online-gazda.hu/img/products//medium/VIRAGPERMETEZO_1_8L_EXTOL.JPG;"Réz fejjel 1,8 literes műanyag tartállyal Megengedett üzemi nyomás: 3 bar Maximális átfolyás: 0,5 liter/perc (3 bar nyomásnál) Megengedett üzemi hőmérséklet: 1°C - 30°C Sugárforma: kúpos Belső fúvóka átmérő: 1,0 mm &nbsp;";3368;HUF;0.00;"400 g";67;1142
"Bagi Kft.";"NYÉL LAKKOZOTT 120CM MENETTEL DB";"Szerszám > Egyéb szerszám";https://www.online-gazda.hu/nyel-lakkozott-120cm-menettel-db_p68;315;https://www.online-gazda.hu/img/products//medium/NYEL_LAKKOZOTT_120CM_MENETTEL_DB.jpg;"120 cm-s lakkozott fa nyél, menetes&nbsp;";3373;HUF;0.00;"300 g";68;248
"KEFA-Brush Kft";"SEPRŰ KERTI GARDEN 24CM DB";"Egyéb > Tisztító eszközök";https://www.online-gazda.hu/sepru-kerti-garden-24cm-db_p69;570;https://www.online-gazda.hu/img/products//medium/SEPRU_KERTI_GARDEN_24CM_DB.jpg;;3374;HUF;0.00;"300 g";69;449
"KEFA-Brush Kft";"PARTFISFEJ GIULIA 27CM DB";"Egyéb > Tisztító eszközök";https://www.online-gazda.hu/partfisfej-giulia-27cm-db_p70;380;https://www.online-gazda.hu/img/products//medium/PARTFISFEJ_GIULIA_27CM_DB.png;"Partvis fej, műanyag szál";3377;HUF;0.00;"200 g";70;299
"Extol Premium";"MÉRŐSZALAG 3M EXTOL DB";"Szerszám > Egyéb szerszám";https://www.online-gazda.hu/meroszalag-3m-extol-db_p71;480;https://www.online-gazda.hu/img/products//medium/MEROSZALAG_3M_EXTOL_DB.JPG;"mérőszalag gumírozott, 1 stoppos; 3 m×16 mm";3388;HUF;0.00;"300 g";71;378
OROSCO;"RETEK TOKYO WHITE CROSS 10ESZ";"Vetőmag > Profi zöldségfélék";https://www.online-gazda.hu/retek-tokyo-white-cross-10esz_p72;7180;https://www.online-gazda.hu/img/products//medium/RETEK_TOKYO_WHITE_CROSS_10ESZ.jpg;"Gyors, 35-40 napos, fóliás és szabadföldi termesztésre egyaránt kiváló vajrépa. Fehér színű, szabályos gömb alakú, sima felületű gumója 6-12 cm. Jó hidegtűrő, felmagzásra és fásodásra nem hajlamos. Egyöntetűsége és vékony gyökere miatt a piac legnépszerűbb fajtája.";3393;HUF;0.00;"50 g";72;5654
"Bagi Kft.";"NYÉL BALTA 60 CM DB";"Szerszám > Egyéb szerszám";https://www.online-gazda.hu/nyel-balta-60-cm-db_p73;390;https://www.online-gazda.hu/img/products//medium/NYEL_BALTA_60_CM_DB.JPG;;3401;HUF;0.00;"500 g";73;307
"Bagi Kft.";"NYÉL BALTA 50 CM DB";"Szerszám > Egyéb szerszám";https://www.online-gazda.hu/nyel-balta-50-cm-db_p74;400;https://www.online-gazda.hu/img/products//medium/NYEL_BALTA_50_CM_DB.JPG;;3402;HUF;0.00;"500 g";74;315
"Bagi Kft.";"PATKÁNYLÁDA  FEKETE DB";"Rágcsáló és élősködőirtók > Háztartási rovar és rágcsálóirtók";https://www.online-gazda.hu/patkanylada-fekete-db_p75;940;https://www.online-gazda.hu/img/products//medium/PATKANYLADA_FEKETE_DB.JPG;"KOMBI MŰANYAG PATKÁNYLÁDA, FEKETE, TETŐVEL.";3272;HUF;0.00;"300 g";75;740
Motip;"CSAVARLAZíTÓ MOTIP 500ML";"Motorolaj > Kenőanyagok";https://www.online-gazda.hu/csavarlazito-motip-500ml_p76;1250;https://www.online-gazda.hu/img/products//medium/CSAVARLAZiTO_MOTIP_500ML.JPG;"MoS2 (molibdén-diszulfitot) és grafit alkotókat tartalmazó nagy hatású rozsdaoldó készítmény. Nem csak oldja a rozsdát, hanem ezzel egy időben kenőanyagként is szolgál. Csökkenti a nagy mechanikai igénybevételt és a felhevülés okozta károsodásokat. Felhasználási terület: szerszámok, csavarkötések, sínek, fogaskerekek, láncok, zárak, kerti szerszámok, kötőelemek (csavarok és anyák), orsók.";3141;HUF;6.00;"500 g";76;984
"Bábolna Bio Kft..";"BOLHAIRTÓ AEROSOL HAPPYPET 0.3L";"Állattartás > Hobbi állat";https://www.online-gazda.hu/bolhairto-aerosol-happypet-0-3l_p79;1150;https://www.online-gazda.hu/img/products//medium/BOLHAIRTO_AEROSOL_HAPPYPET_0_3L.JPG;"Zárt térben bolhairtásra, erősebb bolhafertőzöttség esetén is. Különböző felületek kezelésére alkalmas szer, mely hosszú, akár 6 hónapos hatástartósságot biztosít.";3145;HUF;0.00;"500 g";79;906
ZKI;"PAPRIKA GLOBÁL CSERESZNYEPAPRIKA 10.000 SZEM";"Vetőmag > Profi zöldségfélék";https://www.online-gazda.hu/paprika-global-cseresznyepaprika-10-000-szem_p80;6350;https://www.online-gazda.hu/img/products//medium/PAPRIKA_GLOBAL_CSERESZNYEPAPRIKA_10ESZ_5dee22df50dbc.jpg;"Baktériumrezisztens -közösségi fajtaoltalom alatt álló fajta. Csüngő termésállású, szilárd szárú, folytonos növekedésű, csípős cseresznyepaprika. Bokra 40-50 cm magas, termései a szárelágazásoknál egyesével helyezkednek el. Termése 2,5-3 cm átmérőjű, enyhén lapított gömb alakú. A termések átlagtömege 10 g, szárazanyagtartalma 24-25 %, színezéktartalma 170-210 ASTA, kapszaicin tartalma 950-1500 mg/kg (15000-24000 Scoville egység). Ajánlás: Korai, nagy termőképességű, elsősorban palántázott termesztésre ajánlott. A Xanthomonas vesicatoria baktériummal szemben ellenálló. Környezetbarát technológiával termeszthető. Ökotermesztésre is alkalmas.";3161;HUF;0.00;"140 g";80;5000
"Seminis ";"KARFIOL ABENI F1             SEMINI 2500 SZ";"Vetőmag > Profi zöldségfélék";https://www.online-gazda.hu/karfiol-abeni-f1-semini-2500-sz_p81;27661;https://www.online-gazda.hu/img/products//medium/KARFIOL_ABENI_F1_SEMINI_2500_SZ_5def6b303efcf.jpg;"Az Abeni &nbsp;az elmúlt évek egyik legstabilabban tervezhető korai karfiol fajtája. Az erős, viaszos, felálló takarólevelek kiváló öntakarást biztosítanak. Kemény, fajsúlyos, tömör, hófehér rózsákat adó fajta (átlag fejsúly: 1,3–1,8 kg). Különböző talajtípusokon (pl.: homok, kötött) is megbízhatóan termeszthető. A Kerdous fajtával kombinálva a korai termesztésben folyamatos szedést biztosít. Fűtetlen fóliás hajtatásra, takart vagy takaratlan korai termesztésre, valamint őszi ültetésre is ajánlott fajta. Átlagos tenyészidő: 62–64 nap (őszi termesztésben 70 nap). Javasolt tőszám: 35–40.000";3164;HUF;0.00;"80 g";81;21780
"Bagi Kft.";"LAPÁT  TERMÉNY DB";"Szerszám > Ásó, kapa, lapát";https://www.online-gazda.hu/lapat-termeny-db_p82;995;https://www.online-gazda.hu/img/products//medium/LAPAT_TERMENY_DB.jpg;;3168;HUF;0.00;"1.000 kg";82;783
"Extol Premium";"HŐMÉRŐ DB";"Egyéb > Mérőműszerek";https://www.online-gazda.hu/homero-db_p83;350;https://www.online-gazda.hu/img/products//medium/HOMERO_DB.jpg;"Hőmérő külső falra szerelhető";3271;HUF;0.00;"30 g";83;276
Duna-r;"PAPRIKA PALÓC F1 250SZ";"Vetőmag > Profi zöldségfélék";https://www.online-gazda.hu/paprika-paloc-f1-250sz_p84;2350;https://www.online-gazda.hu/img/products//medium/PAPRIKA_PALOC_F1_250SZ.jpg;"Palóc F.1 | 250&nbsp;szem | paprika vetőmag. Extra korai, csípős hegyes hibridpaprika. Folyton növő, termése csüngő, sima fényes, halványzöld színű.  Bogyója nagy, 17 - 24 cm hosszú, 3,5 - 4,5 cm vállszélességű. Nagyon kicsi a fényhiány - érzékenysége, így a téli fényszegény időszakban is nagyon jól köt. Az év bármely szakaszában hajtatható fűtött és fűtetlen berendezésben. Fejlődési sebessége gyors. Hajtatható felkötözve egyszálas metszéssel vagy kordon mellett metszetlenül. Gazdasági (szedési) érettségben halványzöld, biológiai (teljes) érett állapotban piros színű, tömege 80 g. Állománysűrűség téli termesztésben 5 növény/nm, későbbi ültetésben 6-6,5 növény/nm tőszámmal javasoljuk az ültetést. A fajta előnye, hogy könnyen termeszthető, jó minőségű, széles vállú és darabos terméseket ad, amelyeknek a csípőssége és a pulton tarthatósága kiváló.";3180;HUF;0.00;"4 g";84;1850
Duna-r;"PAPRIKA KINCSEM F1 250SZ";"Vetőmag > Profi zöldségfélék";https://www.online-gazda.hu/paprika-kincsem-f1-250sz_p85;2400;https://www.online-gazda.hu/img/products//medium/PAPRIKA_KINCSEM_F1_250SZ.jpg;"Kincsem F.1 | 250&nbsp;szem | paprika vetőmag. HR Tm2 (Magas szintű ellenállóképesség: Dohány mozaik vírus - TMV és Óbuda paprika vírus - ObPV) Folyton növő, csüngő, kúp alakú, fehér, édes, széles vállú, szabályos, nagy bogyójú hajtatási hibrid. A termés tömege 100-130 g, szedés éretten szép fehér, teljesen beérve piros. A növény ízközei rövidek. Gyorsan fejlődik, növekedési erélye közepes, hozama nagy. Kis fényhiány-érzékenysége miatt a téli fényszegény időszakokban is igen jól köt. A dohány mozaik vírussal (TMV) és az Óbuda paprika vírussal (ObPV) szemben a legmagasabb szinten ellenálló. Az intenzív, nagyon korai (téli) termesztés egyik legjobb fajtája. Hajtatható az év bármely szakaszában, fűtött és fűtetlen berendezés alatt. Legszebb terméseit a főágon és annak közelében hozza. Egy szálra felkötözve, vagy kordon mellett metszetlenül termelhető legeredményesebben. Téli termesztésben 4-5, tavasszal 5, késői ültetésben 6 növény/nm tőszámmal javasoljuk ültetni. Típusában az egyik legvállasabb fajta. Sok és gyorsan fejlődő termést ad.  Tápanyagutánpótlás:  Kiegyensúlyozott fajta, sem a vegetatív, sem a generatív hajlam túlsúlya nem jellemzi. Termesztése során adódhatnak olyan időszakok (kora tavaszi és őszi fényszegénység, nyári kánikula utáni hirtelen lehűlés stb.), amikor virágzását és terméskötődését 10-14 napos foszfor- és káliumtúlsúlyos (N:P:K=1:2:2) recepttel ösztönözhetjük. Kalciumhiányra nem érzékeny; ha kalciumhiányos tüneteket észlelünk, annak általában súlyos gyökérsérülés az oka.";3182;HUF;0.00;"4 g";85;1890
Syngenta;"KELKÁPOSZTA PRELUDIUM F1 2500 S";"Vetőmag > Profi zöldségfélék";https://www.online-gazda.hu/kelkaposzta-preludium-f1-2500-s_p86;16400;https://www.online-gazda.hu/img/products//medium/KELKAPOSZTA_PRELUDIUM_F1_2500_S.jpg;"&nbsp; &nbsp; &nbsp; Preludium F1 Kiváló minőségű,hímsteril változat. 60 napos tenyészidejű, kiváló a repedés ellenállósága és tetszetősége. Javasolt tenyészterület: 40x40cm Fejátlagtömeg: 1-1,5 kg";3184;HUF;0.00;"70 g";86;12913
"Budapesti Kertimag";"BORSÓ CARLOS 0.1KG";"Vetőmag > Zöldség";https://www.online-gazda.hu/borso-carlos-0-1kg_p87;220;https://www.online-gazda.hu/img/products//medium/BORSO_CARLOS_0_1KG.JPG;"&nbsp; &nbsp; Carlos Nagyon kedvelt korai érésű, nagy hüvelyű fajta. Ideális kézi szedésre,friss piaci értékesítésre. Növénymagassága 60-70cm A hüvelyek 8-9cm hosszúak és hegyesek, 6-8 szemet nevel. Vetés: márc-ápr. Vetésmélység: 3-4cm Sor és tőtávolság 40X4cm Érés: Május-junius";3189;HUF;0.00;"100 g";87;173
"Bábolna Bio Kft..";"PROTECT  MOLYIRTÓ FIÓKBA 6DB-OS DB";"Rágcsáló és élősködőirtók > Háztartási rovar és rágcsálóirtók";https://www.online-gazda.hu/protect-molyirto-fiokba-6db-os-db_p88;860;https://www.online-gazda.hu/img/products//medium/PROTECT_MOLYIRTO_FIOKBA_6DB_OS_DB.jpg;"PROTECT molyirtó kazetta hat hónapon keresztül hatékony védelmet biztosít a ruhásszekrényekben a ruhamolyok és lárváik ellen. Használata nem jár kellemetlen szagképződéssel és nem szennyezi a ruhákat. Kellemes levendula illatú.";3253;HUF;0.00;"200 g";88;677
Urgent;"KESZTYŰ MÁRTOTT URGENT PÁR";"Munkavédelmi felszerelés > Kesztyűk";https://www.online-gazda.hu/kesztyu-martott-urgent-par_p89;510;https://www.online-gazda.hu/img/products//medium/KESZTYU_MARTOTT_URGENT_PAR.jpg;"Téli kivitel, kültéri munkákhoz kiváló! Poliészter anyagból, latex mártással Meleg, komfortos acryl bélés, gumírozott csuklórésszel. &nbsp;&nbsp;";3254;HUF;0.00;"150 g";89;402
ZKI;"PAPRIKA TÁLTOS 1000 SZ";"Vetőmag > Profi zöldségfélék";https://www.online-gazda.hu/paprika-taltos-1000-sz_p90;6890;https://www.online-gazda.hu/img/products//medium/PAPRIKA_TALTOS_1000_SZ.png;"Folytonnövő, közepes bokrú, súlyos, tölteni való fehérpaprika-fajta. Fejlődési sebessége közepes, fényhiányra érzékeny. Termése vastag húsú, sárgásfehér (halványzöldből érő), lekerekedő kúp alakú, lecsüngő bogyó. Nagyon jó stressztűrő és ellenálló fajta, megújuló képessége közepes. Termeszthető szabadföldön, illetve hajtatható kordonban és támrendszer nélkül is, elsősorban másod vagy rövidkultúrában. Szabadföldön palántázva termeszthető eredményesen.";2722;HUF;0.00;"14 g";90;5425
EUROTECHNIQUE;"KESZTYŰ GUMI LATEX PÁR";"Munkavédelmi felszerelés > Kesztyűk";https://www.online-gazda.hu/kesztyu-gumi-latex-par_p91;270;https://www.online-gazda.hu/img/products//medium/KESZTYU_GUMI_LATEX_PAR.jpg;"5027-s latex kesztyű";2697;HUF;0.00;"100 g";91;213
"Bagi Kft.";"NYÉL KALAPÁCS 55CM DB";"Szerszám > Egyéb szerszám";https://www.online-gazda.hu/nyel-kalapacs-55cm-db_p92;375;https://www.online-gazda.hu/img/products//medium/NYEL_KALAPACS_55CM_DB.jpg;;3416;HUF;0.00;"500 g";92;295
"Extol Premium";"KÉZI CSISZOLÓ 85X235MM MŰANYAG  DB";"Szerszám > Egyéb szerszám";https://www.online-gazda.hu/kezi-csiszolo-85x235mm-muanyag-db_p93;850;https://www.online-gazda.hu/img/products//medium/KEZI_CSISZOLO_85X235MM_MUANYAG_DB.JPG;"Kézi, műanyag, 85 x 235 mm, műanyag leszorítóval.";2136;HUF;0.00;"200 g";93;669
"Extol Premium";"VÉDŐSZEMÜVEG EXTOL          97321 DB";"Munkavédelmi felszerelés > Védő álarc";https://www.online-gazda.hu/vedoszemuveg-extol-97321-db_p94;385;https://www.online-gazda.hu/img/products//medium/VEDOSZEMUVEG_EXTOL_97321_DB.jpg;"Univerzális méret, a védőszemüveg szára nem állítható. F osztályú nézőmező, karcolás elleni védelemmel. A védőszemüveg teljesíti az EN 166 számú szabvány előírásait és CE jelöléssel rendelkezik. A szemüveg a levegőben szálló, szoba-hőmérsékletnél nem melegebb tárgyakkal szembeni védelmére szolgál.";2148;HUF;0.00;"100 g";94;303
"MADAL BAL";"MENNYEZET KANÁL 200MM DB";"Szerszám > Egyéb szerszám";https://www.online-gazda.hu/mennyezet-kanal-200mm-db_p95;370;https://www.online-gazda.hu/img/products//medium/MENNYEZET_KANAL_200MM_DB.jpg;;2149;HUF;0.00;"500 g";95;291
"Comensal Sp. z o.o.";"FUGÁZÓ SíMíTÓ 12X26CM DB";"Szerszám > Egyéb szerszám";https://www.online-gazda.hu/fugazo-simito-12x26cm-db_p96;740;https://www.online-gazda.hu/img/products//medium/FUGAZO_SiMiTO_12X26CM_DB.JPG;;2152;HUF;0.00;"200 g";96;583
"Analóg Kft";"RÁGCSÁLÓ RIASZTÓ A633 DB";"Rágcsáló és élősködőirtók > Háztartási rovar és rágcsálóirtók";https://www.online-gazda.hu/ragcsalo-riaszto-a633-db_p97;3950;https://www.online-gazda.hu/img/products//medium/RAGCSALO_RIASZTO_A633_DB.JPG;"A készülék elektromágneses, és ultrahang hullámokkal dolgozik.&nbsp; Elektromágneses hullámok: a piros led világítása jelzi működését, amely 180 másodperces időintervallumokban fejti ki hatását. Ultrahang: 2 különböző módszerrel dolgozik, az egyikben folyton változó 20 KHZ-40 KHZ közötti, a másikban fixált 55 KHZ frekvenciát használ.&nbsp; Éjszakai fény: van hozzá egy on/off kapcsoló, abban az esetben ha nincs rá szükség kikapcsolható.&nbsp; Hatóterület:100 m2.&nbsp; Súly: 120 g.&nbsp; Feszültség: 220-240 V. AC~50/60 Hz. Fogyasztás:&lt;3,5 W.&nbsp;";2131;HUF;2.00;"300 g";97;3110
"Analóg Kft";"PERMETEZŐ MARKOLAT NS 5-8";"Kerti permetezők, szivattyúk, fűnyírók.. > Permetező";https://www.online-gazda.hu/permetezo-markolat-ns-5-8_p98;1250;https://www.online-gazda.hu/img/products//medium/PERMETEZO_MARKOLAT_NS_5_8.JPG;"Markolat NS 5-8 MC-20";2234;HUF;0.00;"200 g";98;984
Demar;"PAPUCS EVA KÉK  41-46 PÁR";"Munkavédelmi felszerelés > Védő lábbeli";https://www.online-gazda.hu/papucs-eva-kek-41-46-par_p99;1620;https://www.online-gazda.hu/img/products//medium/PAPUCS_EVA_KEK_41_46_PAR.jpg;"A kék kerti papucs felső része és talpba EVA habból készült, amely rendkívül magas hőszigetelő képességű és pehelykönnyű súlyú! 35%-kal könnyebb, mint a gumiból vagy PVC-ből készült csizmák, ebből adódóan, sokkal kényelmesebb, ezáltal egész napos viseletre is ajánlott! Speciális anyaga magas fokú hőszigetelő, melegen tartja a lábat. Az EVA rugalmasan alkalmazkodik a lábhoz, mindez optimális mozgásszabadságot eredményez. A kék papucs rendkívül erős talppal rendelkezik, amely kiválóan helyt áll! Háromszor hosszabb élettartamú mint versenytársai!!";2241;HUF;0.00;"300 g";99;1276
